timezone,srcipv4,rawmsghostname,rawmsghostipv4,rawmsg,protocol,program,msg,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,eventtype,eventtime,dsthost,class,_eventid,__metadata__,srcisp,srcusagetype,meta_cbname,srcport,responsecode,response,requestid,username,dstipv4,dstisp,dstusagetype,reason,result,description,uri,httpmethod,dstport,domain,uri_parsed
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 12:05:00-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 35): Primary credentials rejected - 'Invalid User'",_adauthclientprotocol,DUO,primary credentials rejected,auth,2017-05-08T16:05:00.684Z,57868,172.21.25.46,duo_auth-3190694820,179,<13>May  8 12:05:01 gcSMQ0646.global.com DUO: ,28070377474,0,0.0.0.0/514/tcp,2b03-6891gc802,11011, ,2017-05-08T12:05:00.000Z, ,duo_auth,3d552fcf-16fa-4823-94c5-f2ecd8caeac3#944,"{""id"":""3d552fcf-16fa-4823-94c5-f2ecd8caeac3#944"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""3d552fcf-16fa-4823-94c5-f2ecd8caeac3"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":943,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,35, , , , ,invalid user, , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 12:05:00-0400 [-] Stopping factory <duoauthproxy.modules.ad_client._ADAuthClientFactory object at 0x028B71F0>, ,DUO,stopping factory <duoauthproxy.modules.ad_client._adauthclientfactory object at 0x028b71f0>,auth,2017-05-08T16:05:00.684Z,57868,172.21.25.46,duo_auth-3236646410,169,<13>May  8 12:05:01 gcSMQ0646.global.com DUO: ,28070377477,0,0.0.0.0/514/tcp,2b03-6891gc805,11011, ,2017-05-08T12:05:00.000Z, ,duo_auth,3d552fcf-16fa-4823-94c5-f2ecd8caeac3#945,"{""id"":""3d552fcf-16fa-4823-94c5-f2ecd8caeac3#945"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""3d552fcf-16fa-4823-94c5-f2ecd8caeac3"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":944,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:58:44-0400 [-] Starting factory <duoauthproxy.modules.ad_client._ADAuthClientFactory object at 0x028B7250>, ,DUO,starting factory <duoauthproxy.modules.ad_client._adauthclientfactory object at 0x028b7250>,auth,2017-05-08T15:58:44.477Z,57868,172.21.25.46,duo_auth-2350118556,169,<13>May  8 11:58:44 gcSMQ0646.global.com DUO: ,28070272284,0,0.0.0.0/514/tcp,2b03-6891e5d1c,11011, ,2017-05-08T11:58:44.000Z, ,duo_auth,09d3c142-3721-4006-9999-08ab8d85b605#883,"{""id"":""09d3c142-3721-4006-9999-08ab8d85b605#883"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""09d3c142-3721-4006-9999-08ab8d85b605"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":882,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:58:44-0400 [-] Stopping factory <duoauthproxy.modules.ad_client._ADAuthClientFactory object at 0x028B7250>, ,DUO,stopping factory <duoauthproxy.modules.ad_client._adauthclientfactory object at 0x028b7250>,auth,2017-05-08T15:58:44.477Z,57868,172.21.25.46,duo_auth-3236646410,169,<13>May  8 11:58:44 gcSMQ0646.global.com DUO: ,28070272288,0,0.0.0.0/514/tcp,2b03-6891e5d20,11011, ,2017-05-08T11:58:44.000Z, ,duo_auth,09d3c142-3721-4006-9999-08ab8d85b605#887,"{""id"":""09d3c142-3721-4006-9999-08ab8d85b605#887"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""09d3c142-3721-4006-9999-08ab8d85b605"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":886,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 12:06:24-0400 [DuoForwardServer (UDP)] Received new request id 43 from ('172.20.41.6', 1645)",udp,DUO,received new request id,auth,2017-05-08T16:06:24.001Z,57868,172.21.25.46,duo_auth-3747471979,152,<13>May  8 12:06:24 gcSMQ0646.global.com DUO: ,28070395187,0,0.0.0.0/514/tcp,2b03-689203d33,11011,duoforwardserver,2017-05-08T12:06:24.000Z, ,duo_auth,d1793cba-7286-482a-a155-7157eaaa91ae#885,"{""id"":""d1793cba-7286-482a-a155-7157eaaa91ae#885"",""num_events"":2915,""data_type"":""passthrough"",""batch_id"":""d1793cba-7286-482a-a155-7157eaaa91ae"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":884,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,43, , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 12:06:24-0400 [-] Stopping factory <duoauthproxy.modules.ad_client._ADAuthClientFactory object at 0x028B7FD0>, ,DUO,stopping factory <duoauthproxy.modules.ad_client._adauthclientfactory object at 0x028b7fd0>,auth,2017-05-08T16:06:24.001Z,57868,172.21.25.46,duo_auth-3236646410,169,<13>May  8 12:06:24 gcSMQ0646.global.com DUO: ,28070395194,0,0.0.0.0/514/tcp,2b03-689203d3a,11011, ,2017-05-08T12:06:24.000Z, ,duo_auth,d1793cba-7286-482a-a155-7157eaaa91ae#890,"{""id"":""d1793cba-7286-482a-a155-7157eaaa91ae#890"",""num_events"":2915,""data_type"":""passthrough"",""batch_id"":""d1793cba-7286-482a-a155-7157eaaa91ae"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":889,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:54:44-0400 [DuoForwardServer (UDP)] (('172.20.41.6', 1645), 232): login attempt for username u'Waiting for IOS to register IP address.'",udp,DUO,login attempt,auth,2017-05-08T15:54:44.450Z,57868,172.21.25.46,duo_auth-601040247,198,<13>May  8 11:54:44 gcSMQ0646.global.com DUO: ,28070212732,0,0.0.0.0/514/tcp,2b03-6891d747c,11011,duoforwardserver,2017-05-08T11:54:44.000Z, ,duo_auth,b6f33917-3402-4182-9d1e-6d8c239cac73#979,"{""id"":""b6f33917-3402-4182-9d1e-6d8c239cac73#979"",""num_events"":2889,""data_type"":""passthrough"",""batch_id"":""b6f33917-3402-4182-9d1e-6d8c239cac73"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":978,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,232,waiting for ios to register ip address., , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:54:44-0400 [-] Stopping factory <duoauthproxy.modules.ad_client._ADAuthClientFactory object at 0x02816750>, ,DUO,stopping factory <duoauthproxy.modules.ad_client._adauthclientfactory object at 0x02816750>,auth,2017-05-08T15:54:44.450Z,57868,172.21.25.46,duo_auth-3236646410,169,<13>May  8 11:54:44 gcSMQ0646.global.com DUO: ,28070212738,0,0.0.0.0/514/tcp,2b03-6891d7482,11011, ,2017-05-08T11:54:44.000Z, ,duo_auth,b6f33917-3402-4182-9d1e-6d8c239cac73#983,"{""id"":""b6f33917-3402-4182-9d1e-6d8c239cac73#983"",""num_events"":2889,""data_type"":""passthrough"",""batch_id"":""b6f33917-3402-4182-9d1e-6d8c239cac73"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":982,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:09:08-0400 [-] Stopping factory <duoauthproxy.modules.ad_client._ADAuthClientFactory object at 0x028A59D0>, ,DUO,stopping factory <duoauthproxy.modules.ad_client._adauthclientfactory object at 0x028a59d0>,auth,2017-05-08T15:09:08.905Z,57868,172.21.25.46,duo_auth-3236646410,169,<13>May  8 11:09:09 gcSMQ0646.global.com DUO: ,28066360241,0,0.0.0.0/514/tcp,2b03-688e2abb1,11011, ,2017-05-08T11:09:08.000Z, ,duo_auth,b6f33917-3402-4182-9d1e-6d8c239cac73#1573,"{""id"":""b6f33917-3402-4182-9d1e-6d8c239cac73#1573"",""num_events"":2889,""data_type"":""passthrough"",""batch_id"":""b6f33917-3402-4182-9d1e-6d8c239cac73"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1572,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:15:45-0400 [DuoForwardServer (UDP)] Received new request id 8 from ('172.20.41.6', 1645)",udp,DUO,received new request id,auth,2017-05-08T15:15:45.390Z,57868,172.21.25.46,duo_auth-3747471979,151,<13>May  8 11:15:45 gcSMQ0646.global.com DUO: ,28067037556,0,0.0.0.0/514/tcp,2b03-688ed0174,11011,duoforwardserver,2017-05-08T11:15:45.000Z, ,duo_auth,b6f33917-3402-4182-9d1e-6d8c239cac73#2647,"{""id"":""b6f33917-3402-4182-9d1e-6d8c239cac73#2647"",""num_events"":2833,""data_type"":""passthrough"",""batch_id"":""b6f33917-3402-4182-9d1e-6d8c239cac73"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2646,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,8, , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:15:45-0400 [DuoForwardServer (UDP)] (('172.20.41.6', 1645), 8): login attempt for username u'Waiting for IOS to register IP address.'",udp,DUO,login attempt,auth,2017-05-08T15:15:45.390Z,57868,172.21.25.46,duo_auth-601040247,196,<13>May  8 11:15:45 gcSMQ0646.global.com DUO: ,28067037557,0,0.0.0.0/514/tcp,2b03-688ed0175,11011,duoforwardserver,2017-05-08T11:15:45.000Z, ,duo_auth,b6f33917-3402-4182-9d1e-6d8c239cac73#2648,"{""id"":""b6f33917-3402-4182-9d1e-6d8c239cac73#2648"",""num_events"":2833,""data_type"":""passthrough"",""batch_id"":""b6f33917-3402-4182-9d1e-6d8c239cac73"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2647,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,8,waiting for ios to register ip address., , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 12:06:34-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 44): Returning response code 3: AccessReject",_adauthclientprotocol,DUO,returning response code,auth,2017-05-08T16:06:35.002Z,57868,172.21.25.46,duo_auth-515357678,173,<13>May  8 12:06:35 gcSMQ0646.global.com DUO: ,28070396901,0,0.0.0.0/514/tcp,2b03-6892043e5,11011, ,2017-05-08T12:06:34.000Z, ,duo_auth,cb106d95-004d-4c2e-8a17-d7478e8aecd4#2521,"{""id"":""cb106d95-004d-4c2e-8a17-d7478e8aecd4#2521"",""num_events"":2772,""data_type"":""passthrough"",""batch_id"":""cb106d95-004d-4c2e-8a17-d7478e8aecd4"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2520,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645,3,accessreject,44, , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:18:22-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 23): Sending response",_adauthclientprotocol,DUO,sending response,auth,2017-05-08T15:18:22.396Z,57868,172.21.25.46,duo_auth-2606835491,150,<13>May  8 11:18:22 gcSMQ0646.global.com DUO: ,28067258571,0,0.0.0.0/514/tcp,2b03-688f060cb,11011, ,2017-05-08T11:18:22.000Z, ,duo_auth,4b22fa96-3ef7-4670-9791-f262387e0f1f#1293,"{""id"":""4b22fa96-3ef7-4670-9791-f262387e0f1f#1293"",""num_events"":2874,""data_type"":""passthrough"",""batch_id"":""4b22fa96-3ef7-4670-9791-f262387e0f1f"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1292,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,23, , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 12:00:08-0400 [-] Starting factory <duoauthproxy.modules.ad_client._ADAuthClientFactory object at 0x028046D0>, ,DUO,starting factory <duoauthproxy.modules.ad_client._adauthclientfactory object at 0x028046d0>,auth,2017-05-08T16:00:08.498Z,57868,172.21.25.46,duo_auth-2350118556,169,<13>May  8 12:00:08 gcSMQ0646.global.com DUO: ,28070301544,0,0.0.0.0/514/tcp,2b03-6891ecf68,11011, ,2017-05-08T12:00:08.000Z, ,duo_auth,b899d2b5-2f68-4e27-99cf-ae29cead04f7#580,"{""id"":""b899d2b5-2f68-4e27-99cf-ae29cead04f7#580"",""num_events"":2915,""data_type"":""passthrough"",""batch_id"":""b899d2b5-2f68-4e27-99cf-ae29cead04f7"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":579,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:58:02-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 251): Sending response",_adauthclientprotocol,DUO,sending response,auth,2017-05-08T15:58:03.460Z,57868,172.21.25.46,duo_auth-2606835491,151,<13>May  8 11:58:03 gcSMQ0646.global.com DUO: ,28070258999,0,0.0.0.0/514/tcp,2b03-6891e2937,11011, ,2017-05-08T11:58:02.000Z, ,duo_auth,3b6b8d53-ad61-4021-8573-87cfd605ea6f#1154,"{""id"":""3b6b8d53-ad61-4021-8573-87cfd605ea6f#1154"",""num_events"":1375,""data_type"":""passthrough"",""batch_id"":""3b6b8d53-ad61-4021-8573-87cfd605ea6f"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1153,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,251, , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 12:06:24-0400 [DuoForwardServer (UDP)] (('172.20.41.6', 1645), 43): login attempt for username u'Waiting for IOS to register IP address.'",udp,DUO,login attempt,auth,2017-05-08T16:06:24.001Z,57868,172.21.25.46,duo_auth-601040247,197,<13>May  8 12:06:24 gcSMQ0646.global.com DUO: ,28070395188,0,0.0.0.0/514/tcp,2b03-689203d34,11011,duoforwardserver,2017-05-08T12:06:24.000Z, ,duo_auth,216b9b03-a0bf-4d24-a4a9-8c2bf749827a#675,"{""id"":""216b9b03-a0bf-4d24-a4a9-8c2bf749827a#675"",""num_events"":2991,""data_type"":""passthrough"",""batch_id"":""216b9b03-a0bf-4d24-a4a9-8c2bf749827a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":674,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,43,waiting for ios to register ip address., , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 12:07:26-0400 [DuoForwardServer (UDP)] Received new request id 49 from ('172.20.41.6', 1645)",udp,DUO,received new request id,auth,2017-05-08T16:07:27.020Z,57868,172.21.25.46,duo_auth-3747471979,152,<13>May  8 12:07:27 gcSMQ0646.global.com DUO: ,28070407908,0,0.0.0.0/514/tcp,2b03-689206ee4,11011,duoforwardserver,2017-05-08T12:07:26.000Z, ,duo_auth,be04d648-8b32-4596-b34b-cc492050d13e#875,"{""id"":""be04d648-8b32-4596-b34b-cc492050d13e#875"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""be04d648-8b32-4596-b34b-cc492050d13e"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":874,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,49, , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:58:07-0400 [HTTPPageGetter (TLSMemoryBIOProtocol),client] http POST to https://api-e31334a3.duosecurity.com:443/rest/v1/auth",tlsmemorybioprotocol,DUO, ,auth,2017-05-08T15:58:07.462Z,57868,172.21.25.46,duo_auth-1812311995,187,<13>May  8 11:58:07 gcSMQ0646.global.com DUO: ,28070259483,0,0.0.0.0/514/tcp,2b03-6891e2b1b,11011,httppagegetter,2017-05-08T11:58:07.000Z, ,duo_auth,237c9e0a-fcd0-4a41-8718-fd05aeda1334#2411,"{""id"":""237c9e0a-fcd0-4a41-8718-fd05aeda1334#2411"",""num_events"":2777,""data_type"":""passthrough"",""batch_id"":""237c9e0a-fcd0-4a41-8718-fd05aeda1334"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2410,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , ,/rest/v1/auth,post,443,api-e31334a3.duosecurity.com,/rest/v1/auth
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:23:45-0400 [DuoForwardServer (UDP)] Received new request id 54 from ('172.20.41.6', 1645)",udp,DUO,received new request id,auth,2017-05-08T15:23:46.472Z,57868,172.21.25.46,duo_auth-3747471979,152,<13>May  8 11:23:46 gcSMQ0646.global.com DUO: ,28067822206,0,0.0.0.0/514/tcp,2b03-688f8fa7e,11011,duoforwardserver,2017-05-08T11:23:45.000Z, ,duo_auth,53d7abea-0739-4e74-88e2-7b241gce02fb#176,"{""id"":""53d7abea-0739-4e74-88e2-7b241gce02fb#176"",""num_events"":1402,""data_type"":""passthrough"",""batch_id"":""53d7abea-0739-4e74-88e2-7b241gce02fb"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":175,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,54, , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:23:45-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 54): Primary credentials rejected - 'Invalid User'",_adauthclientprotocol,DUO,primary credentials rejected,auth,2017-05-08T15:23:46.472Z,57868,172.21.25.46,duo_auth-3190694820,179,<13>May  8 11:23:46 gcSMQ0646.global.com DUO: ,28067822210,0,0.0.0.0/514/tcp,2b03-688f8fa82,11011, ,2017-05-08T11:23:45.000Z, ,duo_auth,53d7abea-0739-4e74-88e2-7b241gce02fb#177,"{""id"":""53d7abea-0739-4e74-88e2-7b241gce02fb#177"",""num_events"":1402,""data_type"":""passthrough"",""batch_id"":""53d7abea-0739-4e74-88e2-7b241gce02fb"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":176,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,54, , , , ,invalid user, , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:23:45-0400 [-] Stopping factory <duoauthproxy.modules.ad_client._ADAuthClientFactory object at 0x0289C490>, ,DUO,stopping factory <duoauthproxy.modules.ad_client._adauthclientfactory object at 0x0289c490>,auth,2017-05-08T15:23:46.472Z,57868,172.21.25.46,duo_auth-3236646410,169,<13>May  8 11:23:46 gcSMQ0646.global.com DUO: ,28067822213,0,0.0.0.0/514/tcp,2b03-688f8fa85,11011, ,2017-05-08T11:23:45.000Z, ,duo_auth,53d7abea-0739-4e74-88e2-7b241gce02fb#178,"{""id"":""53d7abea-0739-4e74-88e2-7b241gce02fb#178"",""num_events"":1402,""data_type"":""passthrough"",""batch_id"":""53d7abea-0739-4e74-88e2-7b241gce02fb"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":177,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 12:04:08-0400 [DuoForwardServer (UDP)] Sending AD authentication request for 'Waiting for IOS to register IP address.' to '172.21.14.26',udp,DUO,sending ad authentication request,auth,2017-05-08T16:04:08.683Z,57868,172.21.25.46,duo_auth-2957086454,196,<13>May  8 12:04:09 gcSMQ0646.global.com DUO: ,28070363685,0,0.0.0.0/514/tcp,2b03-6891fc225,11011,duoforwardserver,2017-05-08T12:04:08.000Z, ,duo_auth,93c9e93f-9668-438d-9e87-ac41d9ce67cf#1269,"{""id"":""93c9e93f-9668-438d-9e87-ac41d9ce67cf#1269"",""num_events"":1386,""data_type"":""passthrough"",""batch_id"":""93c9e93f-9668-438d-9e87-ac41d9ce67cf"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1268,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , ,waiting for ios to register ip address.,172.21.14.26,private ip address lan,rsv, , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 12:04:08-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 30): Returning response code 3: AccessReject",_adauthclientprotocol,DUO,returning response code,auth,2017-05-08T16:04:08.683Z,57868,172.21.25.46,duo_auth-515357678,173,<13>May  8 12:04:09 gcSMQ0646.global.com DUO: ,28070363688,0,0.0.0.0/514/tcp,2b03-6891fc228,11011, ,2017-05-08T12:04:08.000Z, ,duo_auth,93c9e93f-9668-438d-9e87-ac41d9ce67cf#1271,"{""id"":""93c9e93f-9668-438d-9e87-ac41d9ce67cf#1271"",""num_events"":1386,""data_type"":""passthrough"",""batch_id"":""93c9e93f-9668-438d-9e87-ac41d9ce67cf"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1270,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645,3,accessreject,30, , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:57:42-0400 [-] Starting factory <duoauthproxy.modules.ad_client._ADAuthClientFactory object at 0x02804950>, ,DUO,starting factory <duoauthproxy.modules.ad_client._adauthclientfactory object at 0x02804950>,auth,2017-05-08T15:57:42.459Z,57868,172.21.25.46,duo_auth-2350118556,169,<13>May  8 11:57:42 gcSMQ0646.global.com DUO: ,28070253908,0,0.0.0.0/514/tcp,2b03-6891e1554,11011, ,2017-05-08T11:57:42.000Z, ,duo_auth,93c9e93f-9668-438d-9e87-ac41d9ce67cf#1437,"{""id"":""93c9e93f-9668-438d-9e87-ac41d9ce67cf#1437"",""num_events"":1386,""data_type"":""passthrough"",""batch_id"":""93c9e93f-9668-438d-9e87-ac41d9ce67cf"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1436,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:57:42-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 249): Primary credentials rejected - 'Invalid User'",_adauthclientprotocol,DUO,primary credentials rejected,auth,2017-05-08T15:57:42.459Z,57868,172.21.25.46,duo_auth-3190694820,180,<13>May  8 11:57:42 gcSMQ0646.global.com DUO: ,28070253909,0,0.0.0.0/514/tcp,2b03-6891e1555,11011, ,2017-05-08T11:57:42.000Z, ,duo_auth,93c9e93f-9668-438d-9e87-ac41d9ce67cf#1438,"{""id"":""93c9e93f-9668-438d-9e87-ac41d9ce67cf#1438"",""num_events"":1386,""data_type"":""passthrough"",""batch_id"":""93c9e93f-9668-438d-9e87-ac41d9ce67cf"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1437,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,249, , , , ,invalid user, , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:16:16-0400 [DuoForwardServer (UDP)] Sending request from 172.20.41.6 to radius_server_auto4,udp,DUO,sending request,auth,2017-05-08T15:16:17.399Z,57868,172.21.25.46,duo_auth-195892805,154,<13>May  8 11:16:17 gcSMQ0646.global.com DUO: ,28067087261,0,0.0.0.0/514/tcp,2b03-688edc39d,11011,duoforwardserver,2017-05-08T11:16:16.000Z,radius_server_auto4,duo_auth,1d140c46-c346-4a7c-9ade-e5bda934fea2#359,"{""id"":""1d140c46-c346-4a7c-9ade-e5bda934fea2#359"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""1d140c46-c346-4a7c-9ade-e5bda934fea2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":358,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011, , , , , , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:16:16-0400 [-] Stopping factory <duoauthproxy.modules.ad_client._ADAuthClientFactory object at 0x0289C470>, ,DUO,stopping factory <duoauthproxy.modules.ad_client._adauthclientfactory object at 0x0289c470>,auth,2017-05-08T15:16:17.407Z,57868,172.21.25.46,duo_auth-3236646410,169,<13>May  8 11:16:17 gcSMQ0646.global.com DUO: ,28067087313,0,0.0.0.0/514/tcp,2b03-688edc3d1,11011, ,2017-05-08T11:16:16.000Z, ,duo_auth,1d140c46-c346-4a7c-9ade-e5bda934fea2#366,"{""id"":""1d140c46-c346-4a7c-9ade-e5bda934fea2#366"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""1d140c46-c346-4a7c-9ade-e5bda934fea2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":365,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
